Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,Z-Swing,Z-Contact%,O-Swing%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs Spin 83+,xSLG vs 83+ Spin
2066,1204865536,D. Baker,Dillon Baker,Baker,Dillon,SS,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,846,218,54,0.289,0.356,0.314,7,5,10.30%,8.80%,84.1,86.3,98.7,104.4,13.7,29.80%,11.30%,43.90%,66.70%,88.00%,28.10%,5.90%,13.50%,0,13%,1.186
2067,1309426944,C. Wallace,Colby Wallace,Wallace,Colby,RF,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,L,L,769,150,47,0.247,0.356,0.299,7,6,29.00%,14.00%,83.8,87.9,103.7,107.3,18.7,37.70%,19.50%,42.70%,74.00%,78.60%,23.60%,14.40%,33.80%,0.17,60%,0.919
2068,1135888384,T. Howard,Tyler Howard,Howard,Tyler,RF,UC Davis,UCD,730153984,UC Davis,BBC,R,R,451,129,39,0.302,0.355,0.259,5,1,24.80%,12.10%,86,90,102.7,107.4,1.6,29.80%,14.90%,40.10%,63.20%,81.60%,26.60%,8.20%,20.40%,0.076,50%,0.246
2069,1142584832,J. Long,Jacoby Long,Long,Jacoby,OF,University of Miami,MIA,236,Miami,BBC,R,R,625,176,53,0.301,0.355,0.298,11,4,10.60%,7.60%,85,85.7,102.5,107.7,5.7,22.70%,13.40%,50.90%,75.80%,90.50%,35.40%,9.60%,18.90%,0.301,29%,0.163
2070,1275426304,K. Takeuchi,Kevin Takeuchi,Takeuchi,Kevin,LF,University of Southern California,USC,5047,USC,BBC,R,R,790,180,52,0.283,0.355,0.31,17,4,27.70%,9.40%,90.2,89.1,102,106.5,14.7,37.20%,24.40%,41.90%,66.00%,83.30%,25.10%,11.90%,28.40%,0.011,56%,0.008
2071,1162555136,R. Brome,Ryan Brome,Brome,Ryan,1B,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,871,194,55,0.284,0.355,0.306,10,4,10.80%,11.60%,89.5,87.9,100.4,104.9,15.3,32.90%,22.80%,45.40%,72.10%,91.50%,26.00%,8.80%,19.50%,0.345,42%,0.29
2072,1329021184,T. Marsh,Tanner Marsh,Marsh,Tanner,SS,Liberty University,LIB,730156288,Liberty,BBC,L,L,1042,213,58,0.272,0.355,0.294,17,4,21.30%,13.00%,89.4,89.5,102.4,109.2,18.7,31.20%,19.10%,43.30%,69.90%,79.90%,22.90%,10.70%,24.80%,0.038,15%,0.514
2073,1100524800,C. Johnson,Camden Johnson,Johnson,Camden,3B,Wichita State University,WICH,730203904,Wichita State,BBC,L,R,910,239,60,0.326,0.355,0.275,13,2,14.80%,7.20%,80.5,86.7,97.3,103.8,6,27.80%,4.80%,48.70%,70.60%,87.00%,29.10%,9.20%,19.00%,0.152,33%,0.225
2074,1084040960,J. Liquori,Jeff Liquori,Liquori,Jeff,P,Florida International University,FIU,4468,Florida International,BBC,L,L,929,229,57,0.297,0.355,0.287,9,10,18.00%,5.50%,89,89.2,106.9,110.9,13.9,29.00%,17.40%,48.70%,71.60%,82.90%,35.40%,10.70%,21.90%,0.257,50%,0.17
2075,1204040448,G. Hussey,Grant Hussey,Hussey,Grant,1B,West Virginia University,WVU,5327,West Virginia,BBC,L,R,886,186,57,0.242,0.355,0.306,8,12,28.30%,8.10%,90,94.7,106.4,112.2,14.8,31.60%,21.40%,48.10%,70.60%,72.90%,31.20%,16.50%,34.30%,0.407,57%,0.152
2076,1239124992,C. Karll,Caleb Karll,Karll,Caleb,LF,Ohio University,OHIO,730298368,Ohio,BBC,R,R,271,70,24,0.314,0.355,0.243,2,1,13.40%,9.80%,85,80.3,98.2,100.5,14.9,22.70%,18.20%,48.30%,73.30%,81.80%,23.70%,12.50%,26.00%,-,13%,0.171
2077,1161069312,J. Meier,Jackson Meier,Meier,Jackson,C,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,L,148,30,24,0.267,0.355,0.349,2,0,36.80%,13.20%,86.4,79.4,92.5,92.5,17.4,57.10%,0.00%,43.90%,59.30%,62.50%,23.70%,18.20%,41.50%,-,-,-
2078,1140416768,A. Brinling,Austin Brinling,Brinling,Austin,OF,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,L,504,99,26,0.303,0.355,0.286,3,1,13.70%,11.30%,82.8,81.1,98.1,107.1,7.8,22.80%,3.50%,43.70%,63.00%,90.30%,23.50%,5.60%,12.70%,0.169,20%,0.247
2079,1130289408,R. Fenn,Ryan Fenn,Fenn,Ryan,2B,Cal Poly,CP,5487,Cal Poly,BBC,R,R,712,228,54,0.325,0.355,0.282,18,3,9.80%,3.10%,84.7,82,102,106.4,11.2,22.80%,11.00%,55.60%,78.70%,94.70%,33.70%,7.00%,12.60%,0.105,14%,0.222
2080,1207846144,N. Hollifield,Nick Hollifield,Hollifield,Nick,C,UAB,UAB,730345984,UAB,BBC,R,R,631,121,36,0.256,0.355,0.337,6,4,12.50%,14.50%,89.7,91.4,102.2,103.9,12.4,31.90%,18.10%,34.10%,53.50%,91.30%,17.00%,4.40%,13.00%,0.095,25%,1.326
2081,1271046656,T. Herron,Tyler Herron,Herron,Tyler,C,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,437,117,35,0.325,0.355,0.35,6,1,9.60%,8.10%,88.5,89.6,100.8,104,15.1,40.40%,19.10%,50.60%,74.20%,92.10%,26.30%,8.70%,17.20%,0.898,22%,0.35
